sample	samples	RNAss	FOXM1	AKT_PATHWAY	ALK_PATHWAY	BRCA_ATR_PATHWAY	CASPASE_CASCADE_(APOPTOSIS)	CTLA4_PATHWAY	PD1_SIGNALING	PI3K_CASCADE	PTEN_PATHWAY	RAS_PATHWAY	RB_PATHWAY	Subtype_Immune_Model_Based	cancer type abbreviation
TCGA-EW-A1P8-01	TCGA-EW-A1P8-01	0.489212	13.03	-0.2205	0.6104	-0.519	1.4816	-0.3224	0.8618	0.5119	-1.0957	-0.747	0.0005	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-VS-A94X-01	TCGA-VS-A94X-01	0.489206	12.14	-0.2144	-0.1662	-0.6625	1.0767	1.5578	-1.0674	0.1189	-1.1468	0.018	0.4535	IFN-gamma Dominant (Immune C2)	CESC
TCGA-56-7222-01	TCGA-56-7222-01	0.48873	12.36	-0.7668	-1.4113	-0.3584	0.8053	-0.3279	0.6932	-1.0903	-0.8362	-0.2241	-0.6574	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-R5-A7O7-01	TCGA-R5-A7O7-01	0.488517	11.2	-0.2144	-0.3044	0.9967	1.1546	0.6582	1.2944	0.0898	-0.2874	-0.4671	-0.3438	Wound Healing (Immune C1)	STAD
TCGA-D8-A147-01	TCGA-D8-A147-01	0.488499	11.34	0.2005	0.0949	-0.1709	1.3019	0.5315	0.442	0.3322	0.0593	1.16	-1.7099	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-EY-A1GH-01	TCGA-EY-A1GH-01	0.488455	10.76	-0.7733	-0.7623	-1.1107	1.3723	0.3389	-1.9673	-0.8901	-0.6901	-0.6798	-0.7069	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-XF-AAMG-01	TCGA-XF-AAMG-01	0.488427	11.27	-0.6947	-0.332	-0.4139	1.355	-1.3063	0.8636	-0.4354	-0.3347	-0.122	1.6468	Wound Healing (Immune C1)	BLCA
TCGA-C5-A1M5-01	TCGA-C5-A1M5-01	0.488337	11.63	0.4607	0.9854	-0.9776	1.6836	1.4519	1.5366	0.9959	-1.0513	-0.0597	1.9527	IFN-gamma Dominant (Immune C2)	CESC
TCGA-D6-A6ES-01	TCGA-D6-A6ES-01	0.488264	9.6	0.5754	-3.6569	-2.7834	-2.3631	-1.9135	0.7528	-0.5707	-3.2451	-5.3565	-2.9199	Lymphocyte Depleted (Immune C4)	HNSC
TCGA-DD-AAVU-01	TCGA-DD-AAVU-01	0.48823	8.08	-2.0237	-1.4236	-2.3449	-1.1878	-1.4117	-0.1156	-1.3562	-1.0286	-2.0425	-3.0997	Lymphocyte Depleted (Immune C4)	LIHC
TCGA-A6-4105-01	TCGA-A6-4105-01	0.488054	11.35	0.2842	-0.3749	0.3195	0.8924	1.0983	-0.355	0.6468	0.2248	-0.1793	-0.1298	Wound Healing (Immune C1)	COAD
TCGA-A6-2671-01	TCGA-A6-2671-01	0.48795	10.81	0.4115	-0.4435	-0.3056	0.0287	0.1034	1.532	-0.4252	-0.4234	0.2839	0.7498	IFN-gamma Dominant (Immune C2)	COAD
TCGA-AY-A8YK-01	TCGA-AY-A8YK-01	0.487883	11.01	1.497	-0.8009	-0.6292	0.8854	0.4855	-0.6401	-1.0004	0.1712	-0.636	0.2305	Wound Healing (Immune C1)	COAD
TCGA-C5-A7CG-01	TCGA-C5-A7CG-01	0.487863	11.43	-0.4502	0.7605	-0.6265	1.518	2.2323	0.5803	1.9607	-0.8015	-0.2101	0.7902	IFN-gamma Dominant (Immune C2)	CESC
TCGA-2H-A9GQ-01	TCGA-2H-A9GQ-01	0.487822	10.29	0.687	-1.8325	0.6398	1.4376	-0.5476	0.5292	-1.8652	0.6458	-0.9916	-1.7552	Wound Healing (Immune C1)	ESCA
TCGA-O2-A52W-01	TCGA-O2-A52W-01	0.487722	11.85	-0.7916	1.3337	-0.3541	1.3467	0.0869	1.6167	-0.2936	-0.5951	-0.4353	-0.0957	Wound Healing (Immune C1)	LUSC
TCGA-94-7033-01	TCGA-94-7033-01	0.487711	11.78	1.3996	-0.0033	-0.3431	0.6335	0.0281	2.2372	-0.4145	-1.1135	-0.5095	0.2319	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-BR-8487-01	TCGA-BR-8487-01	0.487617	10.2	-0.1921	-1.0677	-0.6814	0.579	1.5024	-1.1828	0.5332	-1.5143	-0.0587	-0.5508	Wound Healing (Immune C1)	STAD
TCGA-EO-A3AY-01	TCGA-EO-A3AY-01	0.487399	10.02	0.7144	-3.3286	-2.0591	-0.4951	0.3893	-0.1428	0.9814	-1.7843	-2.9932	-2.8857	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-VS-A94Z-01	TCGA-VS-A94Z-01	0.487393	10.3	0.832	1.6825	-0.8542	1.1964	2.0755	-0.1621	1.5131	-1.0629	1.273	1.1617	IFN-gamma Dominant (Immune C2)	CESC
TCGA-L5-A4OW-01	TCGA-L5-A4OW-01	0.487344	11.14	0.1762	-0.4545	0.4657	1.3621	1.1313	0.885	0.437	-0.1374	-0.0169	0.411	Wound Healing (Immune C1)	ESCA
TCGA-NC-A5HH-01	TCGA-NC-A5HH-01	0.487311	11.9	-0.4878	0.2378	0.1915	1.307	0.4823	0.5188	-0.41	0.068	-1.3716	-0.6066	Wound Healing (Immune C1)	LUSC
TCGA-L5-A43I-01	TCGA-L5-A43I-01	0.48724	10.54	-0.2727	-0.008	0.2523	1.2881	0.5252	0.2995	-0.9702	-0.6462	-0.0159	0.6466	Wound Healing (Immune C1)	ESCA
TCGA-CV-6436-01	TCGA-CV-6436-01	0.487194	10.07	-0.9443	-1.3398	-1.5031	-0.3913	0.7379	0.1173	1.0779	-2.7098	-1.1933	-0.3187	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-22-5471-01	TCGA-22-5471-01	0.487182	12.59	-0.1048	0.65	0.478	1.1298	1.6001	0.1008	1.0922	0.1336	0.3756	0.5455	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-F5-6813-01	TCGA-F5-6813-01	0.487179	10.97	1.8267	0.0106	-0.6231	1.0429	0.4376	-1.9805	-0.2742	0.0873	0.5643	-0.578	Wound Healing (Immune C1)	READ
TCGA-C5-A2LV-01	TCGA-C5-A2LV-01	0.486818	10.62	-0.0434	-1.0839	-0.8658	1.136	0.1363	-0.3739	0.4498	-1.5866	-1.4966	-0.9606	IFN-gamma Dominant (Immune C2)	CESC
TCGA-MT-A67A-01	TCGA-MT-A67A-01	0.4867	10.65	-0.0947	-1.0415	-0.6936	0.286	0.3514	-0.3386	-0.0541	-2.0014	-1.4319	-0.6804	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-CR-6473-01	TCGA-CR-6473-01	0.486628	11.88	-2.2367	-0.0867	-1.3458	1.3006	0.8451	0.8303	-0.1166	-0.639	-0.3964	0.388	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-IQ-A61I-01	TCGA-IQ-A61I-01	0.486501	11.01	-2.3143	-0.2158	-1.693	0.9175	1.6615	0.6435	0.832	-1.1656	-1.5653	0.0625	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-49-4514-01	TCGA-49-4514-01	0.486384	10.85	0.4004	-1.1149	-0.9202	-0.2521	0.3268	0.4988	0.5595	-0.2609	-0.8935	-0.6505	Wound Healing (Immune C1)	LUAD
TCGA-F7-A623-01	TCGA-F7-A623-01	0.486343	10.05	1.81	0.0058	-0.5355	0.5027	0.6642	2.3772	-0.1888	-1.387	-0.62	0.3351	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-R6-A8W8-01	TCGA-R6-A8W8-01	0.486338	11.37	-0.3031	-0.5655	-0.5834	0.6043	1.2909	1.4848	0.3526	-1.3146	0.7073	0.4298	Wound Healing (Immune C1)	ESCA
TCGA-FU-A3EO-01	TCGA-FU-A3EO-01	0.486334	9.74	-2.9768	-2.45	-1.8429	0.21	-0.21	0.2723	0.0366	-1.9797	-3.3503	-2.51	IFN-gamma Dominant (Immune C2)	CESC
TCGA-66-2727-01	TCGA-66-2727-01	0.486303	11.34	-0.5801	1.5272	0.2728	1.385	0.6825	-0.101	0.5746	0.5435	0.5534	1.4523	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-DU-6410-01	TCGA-DU-6410-01	0.486248	9.94	0.6068	-0.2263	0.3576	0.1819	-3.0127	-1.2728	-2.8306	0.19	0.6076	-0.2713	Lymphocyte Depleted (Immune C4)	LGG
TCGA-C5-A8YQ-01	TCGA-C5-A8YQ-01	0.486201	11.51	0.9497	0.0253	-1.01	0.5342	-0.1041	1.3702	-0.1702	-1.3513	-0.8462	-0.056	Wound Healing (Immune C1)	CESC
TCGA-DK-A3IV-01	TCGA-DK-A3IV-01	0.486192	10.75	1.1029	0.4318	-1.1074	1.6083	0.9972	0.058	0.7557	-0.9008	0.0996	2.0921	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-DD-AAD6-01	TCGA-DD-AAD6-01	0.486117	9.92	-0.221	-2.5924	-1.7758	-0.7627	-0.4985	-0.2	-1.6007	-0.7128	-1.7342	-4.6707	Lymphocyte Depleted (Immune C4)	LIHC
TCGA-EA-A6QX-01	TCGA-EA-A6QX-01	0.486086	11.77	0.4217	-0.0219	-0.7425	1.2423	1.2562	0.3423	0.2112	-1.6382	-0.128	0.9435	IFN-gamma Dominant (Immune C2)	CESC
TCGA-BT-A20N-01	TCGA-BT-A20N-01	0.486018	11.05	1.2571	-1.3922	-2.0753	0.9377	-0.3861	0.0862	-1.6208	-0.8362	-0.873	0.4877	Wound Healing (Immune C1)	BLCA
TCGA-EX-A8YF-01	TCGA-EX-A8YF-01	0.485978	11.44	-2.0064	0.2135	-0.7346	2.1826	2.047	1.0351	1.2186	-1.4926	-0.2316	0.7978	IFN-gamma Dominant (Immune C2)	CESC
TCGA-UU-A93S-01	TCGA-UU-A93S-01	0.48594	10.74	-0.1028	-1.0158	-1.4695	1.1597	0.181	0.6085	-0.2658	-2.2386	-0.499	-0.4546	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-73-4666-01	TCGA-73-4666-01	0.485844	12.2	0.1326	0.9244	-1.1492	1.5355	2.0036	-0.4518	1.5713	-1.4593	0.3521	0.2835	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-66-2758-01	TCGA-66-2758-01	0.48582	11.42	-0.1185	0.1011	-0.2201	1.064	1.3388	0.7007	1.2851	0.4558	-0.0114	1.0104	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-A2-A0YJ-01	TCGA-A2-A0YJ-01	0.48574	11.83	0.372	-0.9057	-1.4292	0.6402	-1.6419	1.9743	-1.0811	-0.705	0.4039	-0.7404	Wound Healing (Immune C1)	BRCA
TCGA-AJ-A3QS-01	TCGA-AJ-A3QS-01	0.485347	10.17	0.3892	0.5175	-0.508	0.7843	0.9993	0.9761	0.5309	0.9038	0.3352	0.057	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-BA-A4II-01	TCGA-BA-A4II-01	0.485327	10.32	1.3819	-0.617	-0.5092	0.3098	0.3028	1.6056	0.0057	-0.9698	-0.6424	0.7909	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-A5-A2K5-01	TCGA-A5-A2K5-01	0.485304	9.85	0.8361	-3.0089	-1.4423	-0.0109	-1.0081	-0.8623	0.1512	-0.8164	-3.0839	-2.3734	Wound Healing (Immune C1)	UCEC
TCGA-BS-A0U9-01	TCGA-BS-A0U9-01	0.485149	11.31	1.9581	-1.7438	-1.2579	1.3629	-1.102	2.3987	-1.0774	-0.1114	-1.1465	-0.447	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-C5-A2LX-01	TCGA-C5-A2LX-01	0.485149	11.25	-1.3891	-0.2958	-1.3214	0.9442	1.0359	0.4727	1.4535	-0.734	-1.6047	-0.3278	IFN-gamma Dominant (Immune C2)	CESC
TCGA-CR-7404-01	TCGA-CR-7404-01	0.484943	11.31	0.8488	0.9726	-0.3373	1.9666	1.4161	0.656	1.0431	-0.2136	0.648	1.6977	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-4Z-AA7R-01	TCGA-4Z-AA7R-01	0.484861	11.09	0.7697	-0.1076	-1.0094	1.0478	-0.9951	-0.6765	-1.5822	-1.67	-0.5971	2.019	Wound Healing (Immune C1)	BLCA
TCGA-VG-A8LO-01	TCGA-VG-A8LO-01	0.484775	10.35	-1.38	-1.4627	-1.1852	1.0893	0.4781	4.1149	-1.1075	0.3419	-1.1774	-1.0122	IFN-gamma Dominant (Immune C2)	OV
TCGA-2W-A8YY-01	TCGA-2W-A8YY-01	0.484763	11.24	1.1054	-0.7251	0.2807	1.1206	-0.0866	-0.629	0.1401	-0.3405	-0.5752	-0.1556	Wound Healing (Immune C1)	CESC
TCGA-EO-A1Y5-01	TCGA-EO-A1Y5-01	0.484592	11.98	-0.9681	-0.3554	-1.1797	1.0281	0.5552	1.5116	0.6311	0.0174	-0.7226	0.7302	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-39-5036-01	TCGA-39-5036-01	0.484463	11.26	0.655	0.3012	-0.0121	0.4258	0.2976	-0.579	0.2243	-0.4967	-0.0607	0.8041	Wound Healing (Immune C1)	LUSC
TCGA-D8-A1XL-01	TCGA-D8-A1XL-01	0.48438	10.3	-0.7931	0.7724	-1.4219	0.934	0.5027	1.3351	1.1066	-0.6187	0.2007	-0.1047	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-D6-A6EN-01	TCGA-D6-A6EN-01	0.484337	10.47	-0.0683	-1.1149	-1.7871	0.4603	1.0523	1.1747	1.6427	-3.0324	-1.6097	-1.2443	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-FU-A3NI-01	TCGA-FU-A3NI-01	0.484197	11.64	0.0676	0.8082	-0.1572	0.9105	0.2727	1.1115	0.1482	-0.7378	0.5882	0.3957	IFN-gamma Dominant (Immune C2)	CESC
TCGA-DS-A0VN-01	TCGA-DS-A0VN-01	0.484196	11.18	0.7889	0.6004	-0.8887	0.8981	1.5497	-0.4372	1.4625	-1.8036	0.0429	1.1199	IFN-gamma Dominant (Immune C2)	CESC
TCGA-AF-3911-01	TCGA-AF-3911-01	0.484125	11.54	1.6877	-0.6341	-0.173	1.3084	0.4972	1.2748	-0.3743	0.1563	-0.0264	0.6745	Wound Healing (Immune C1)	READ
TCGA-EB-A431-01	TCGA-EB-A431-01	0.484048	11.1	-0.5694	-0.4521	-1.4057	0.8404	-0.4954	-1.2692	-1.0195	-0.9187	-0.3282	1.0557	IFN-gamma Dominant (Immune C2)	SKCM
TCGA-G5-6641-01	TCGA-G5-6641-01	0.483846	10.61	0.7524	-1.1673	-0.6356	0.1844	-0.3075	0.5003	-1.6611	-0.2025	-0.7993	-0.0755	Wound Healing (Immune C1)	READ
TCGA-22-4599-01	TCGA-22-4599-01	0.483768	12.42	-1.8162	-0.0147	-0.5251	1.2997	1.3466	-1.5604	1.4312	0.5267	-0.1494	0.3894	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-A7-A6VW-01	TCGA-A7-A6VW-01	0.483515	12.14	-0.36	-0.8819	-1.1578	0.6907	-0.4703	1.3316	-0.4121	-0.95	-1.1704	0.2765	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-C4-A0F7-01	TCGA-C4-A0F7-01	0.483402	11.19	1.5696	-0.6327	0.1296	1.2795	-0.6268	0.1912	-1.364	0.0714	-0.5234	0.25	Wound Healing (Immune C1)	BLCA
TCGA-CM-6164-01	TCGA-CM-6164-01	0.483301	10.44	1.0197	-0.708	0.2318	1.0092	0.7416	0.183	-0.0267	-0.0487	-0.1389	0.296	Wound Healing (Immune C1)	COAD
TCGA-FI-A2EY-01	TCGA-FI-A2EY-01	0.483221	9.95	0.2244	-2.3737	-0.6713	0.3389	-0.8017	0.387	-1.5245	-0.6853	-2.5256	-2.5121	Wound Healing (Immune C1)	UCEC
TCGA-LN-A5U7-01	TCGA-LN-A5U7-01	0.4832	12.68	0.2416	0.0711	0.2126	2.1098	0.2197	-1.0774	-0.8248	-0.6756	0.1221	-0.4741	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-Q1-A5R3-01	TCGA-Q1-A5R3-01	0.483145	10.11	-0.151	-3.4029	-2.9528	-0.6343	-0.2228	-0.1649	0.1192	-3.2138	-3.9814	-2.4633	IFN-gamma Dominant (Immune C2)	CESC
TCGA-E2-A1B6-01	TCGA-E2-A1B6-01	0.48313	11.25	0.3461	0.2335	-0.6295	1.2423	1.0042	0.7525	1.8367	-0.4321	0.139	0.0305	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-LA-A7SW-01	TCGA-LA-A7SW-01	0.483088	12.25	2.1164	-0.0685	0.1396	1.4085	0.147	2.204	-0.491	-0.1707	-0.9552	0.1134	Wound Healing (Immune C1)	LUSC
TCGA-HU-A4G2-01	TCGA-HU-A4G2-01	0.482937	10.78	-1.4424	-0.4607	0.0441	1.0872	1.3764	-0.8116	0.3013	-1.2191	-0.4009	-0.4769	IFN-gamma Dominant (Immune C2)	STAD
TCGA-66-2793-01	TCGA-66-2793-01	0.482818	11.39	-0.4061	-0.8809	0.539	1.2423	-1.1106	1.2519	-1.1095	0.9072	-0.1389	-0.9132	Wound Healing (Immune C1)	LUSC
TCGA-CU-A0YR-01	TCGA-CU-A0YR-01	0.482784	12.33	-0.1195	0.1078	0.1146	1.1549	0.7314	0.4731	0.5593	-0.7581	-0.881	1.1937	Wound Healing (Immune C1)	BLCA
TCGA-A6-6652-01	TCGA-A6-6652-01	0.482753	10.35	0.4734	-2.2499	0.048	0.6432	0.0616	0.6274	-1.6028	0.5705	-0.3655	-1.491	Wound Healing (Immune C1)	COAD
TCGA-DD-AADD-01	TCGA-DD-AADD-01	0.482728	10.6	0.6469	-1.4575	-0.221	-0.1758	0.083	-0.4743	-0.4759	-0.04	0.018	-1.9594	Lymphocyte Depleted (Immune C4)	LIHC
TCGA-77-8148-01	TCGA-77-8148-01	0.482694	11.53	0.6428	0.0368	0.0444	1.2353	-0.3843	1.981	0.3078	0.1307	-0.2042	0.1274	Wound Healing (Immune C1)	LUSC
TCGA-BA-4074-01	TCGA-BA-4074-01	0.482601	10.49	-1.9618	-1.6204	0.2178	1.3359	0.1449	-0.3168	-0.3507	-1.2895	-2.281	-1.1098	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-MA-AA3Y-01	TCGA-MA-AA3Y-01	0.482534	11.66	0.5079	0.0058	-0.3343	1.2439	0.9588	-0.0449	1.3944	-2.2213	0.6126	0.5142	IFN-gamma Dominant (Immune C2)	CESC
TCGA-D1-A3DG-01	TCGA-D1-A3DG-01	0.482495	11.24	-0.3736	-2.3933	0.972	0.5116	-1.6265	0.6578	-1.3309	0.2113	-2.533	-1.689	Wound Healing (Immune C1)	UCEC
TCGA-18-3410-01	TCGA-18-3410-01	0.48246	11.31	-1.0863	0.6995	-0.3541	1.8619	2.0614	0.8368	1.5098	0.1789	-0.4701	1.605	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-G2-A2EJ-01	TCGA-G2-A2EJ-01	0.482449	10.7	0.2264	-0.9805	-1.8958	0.5722	0.7149	-1.3392	-0.7447	-2.3674	-0.1165	0.105	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-CM-5341-01	TCGA-CM-5341-01	0.482421	8.44	-2.1966	-0.9524	-1.122	0.7805	0.441	0.4124	0.3579	-0.2049	-1.3009	-1.2659	IFN-gamma Dominant (Immune C2)	COAD
TCGA-RC-A6M3-01	TCGA-RC-A6M3-01	0.48241	9.94	0.6165	-0.7661	-0.6808	0.576	0.2902	0.7082	-0.446	0.1563	-1.916	-1.9462	Wound Healing (Immune C1)	LIHC
TCGA-75-6207-01	TCGA-75-6207-01	0.482397	10.98	0.0068	-0.6065	-0.1773	0.4857	-0.0811	1.1301	0.3152	-1.277	0.0488	-0.5954	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-CD-5799-01	TCGA-CD-5799-01	0.48228	11.37	0.4526	-0.7308	0.172	0.1393	0.3679	-0.5819	-0.7083	-0.855	-0.765	0.211	Wound Healing (Immune C1)	STAD
TCGA-AX-A3G8-01	TCGA-AX-A3G8-01	0.482158	8.89	0.1447	-3.3372	-2.0719	-0.1464	-0.5981	-0.0063	-1.1057	-0.7528	-4.2244	-3.3659	Wound Healing (Immune C1)	UCEC
TCGA-T2-A6WZ-01	TCGA-T2-A6WZ-01	0.482157	9.67	1.1577	-1.7505	-0.9055	0.064	-0.785	1.9021	0.1136	-1.712	-2.5181	-1.3767	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-EO-A3AZ-01	TCGA-EO-A3AZ-01	0.482156	8.88	-0.0445	-3.3067	-2.3507	-1.6647	0.3927	0.8404	1.4303	-2.596	-3.5909	-3.1736	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-49-4506-01	TCGA-49-4506-01	0.482123	9.31	-0.6678	-0.7046	-0.9455	0.2939	1.6323	0.367	0.9914	-1.2206	-0.9408	-0.6498	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-T2-A6X0-01	TCGA-T2-A6X0-01	0.482069	11.44	0.4719	1.2046	-0.0121	1.6774	0.7283	-0.1424	0.8144	-0.4567	0.146	1.2383	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-JW-A5VG-01	TCGA-JW-A5VG-01	0.482022	11.65	0.2868	-0.4369	-0.5092	1.8498	1.0074	-0.9316	0.6842	-1.2013	-0.1823	-0.2386	IFN-gamma Dominant (Immune C2)	CESC
TCGA-CV-5432-01	TCGA-CV-5432-01	0.481844	12.54	-0.1373	-0.2344	0.5103	0.5695	-1.1028	0.7628	-0.27	-1.251	-0.1529	-0.5606	Wound Healing (Immune C1)	HNSC
TCGA-Q1-A6DT-01	TCGA-Q1-A6DT-01	0.481823	10.03	0.3552	0.0677	-0.8549	1.3637	-0.3438	0.4517	-0.6078	-1.3657	-0.1579	0.066	Wound Healing (Immune C1)	CESC
TCGA-CH-5788-01	TCGA-CH-5788-01	0.481806	9.46	-2.5431	-0.343	-0.4933	0.5383	-1.0622	-1.2899	-1.3048	-0.1697	-0.5752	-1.0387	Lymphocyte Depleted (Immune C4)	PRAD
TCGA-IQ-A61H-01	TCGA-IQ-A61H-01	0.481639	11.42	-0.6222	0.255	1.655	0.8922	0.2043	0.0551	-0.1277	0.4553	-0.4163	-0.1166	Wound Healing (Immune C1)	HNSC
TCGA-F7-A622-01	TCGA-F7-A622-01	0.481565	10.41	-0.8362	-1.4098	-0.6518	0.4474	-0.5403	1.3773	-1.0264	-1.5693	-1.397	-0.502	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-HU-A4H5-01	TCGA-HU-A4H5-01	0.481473	10.71	-1.277	-0.1848	0.2123	0.853	0.8346	-0.2364	-0.1135	0.9684	-0.4133	0.0604	Wound Healing (Immune C1)	STAD
TCGA-XF-A9T5-01	TCGA-XF-A9T5-01	0.481471	11.68	0.9533	0.1845	-1.0961	0.9294	1.4938	0.2598	1.8159	-0.7292	0.3228	-0.0525	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-E9-A54Y-01	TCGA-E9-A54Y-01	0.481446	9.71	-2.3295	-1.5375	-3.0939	0.3254	-2.0196	3.4418	-0.8265	-1.6691	-1.7068	-2.7533	Wound Healing (Immune C1)	BRCA
TCGA-AC-A62X-01	TCGA-AC-A62X-01	0.481433	10.79	-1.1015	-0.7923	-0.3428	0.5547	-0.8772	0.3016	-1.0573	-1.2674	-0.1225	-0.6247	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-CM-6163-01	TCGA-CM-6163-01	0.48129	10.31	0.6408	-0.0562	-0.4042	0.8784	0.7419	-0.5483	0.0842	0.2161	0.274	-0.1591	Wound Healing (Immune C1)	COAD
TCGA-CN-4727-01	TCGA-CN-4727-01	0.48117	10.48	0.2639	-1.2669	-0.8759	0.3273	-0.2408	0.3927	-1.4017	-1.3981	0.4269	0.6605	Wound Healing (Immune C1)	HNSC
TCGA-XF-AAN2-01	TCGA-XF-AAN2-01	0.481091	11.03	-0.505	-0.5183	-2.2292	0.7276	1.228	0.3841	0.7485	-2.1195	-0.7266	0.4229	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-E9-A244-01	TCGA-E9-A244-01	0.481087	11.7	-0.0805	-0.0609	-0.9602	0.9825	-0.8728	0.6839	-0.5897	-0.2233	0.5768	-0.1647	Wound Healing (Immune C1)	BRCA
TCGA-NH-A6GA-01	TCGA-NH-A6GA-01	0.481017	10.95	1.3961	-0.9491	0.4349	0.9952	-0.1658	0.2362	-0.6216	0.9617	0.1768	-0.249	Wound Healing (Immune C1)	COAD
TCGA-AU-6004-01	TCGA-AU-6004-01	0.48097	10.79	0.6499	-0.3911	0.1332	0.9615	1.5933	0.4049	0.7521	-0.3641	0.143	0.0486	IFN-gamma Dominant (Immune C2)	COAD
TCGA-PQ-A6FN-01	TCGA-PQ-A6FN-01	0.480841	9.73	1.6416	-3.2214	-1.5587	0.0411	-0.8884	1.8121	-0.6984	-2.1885	-2.4284	-1.176	Wound Healing (Immune C1)	BLCA
TCGA-D1-A3DH-01	TCGA-D1-A3DH-01	0.480753	11.14	-0.0637	-1.842	-0.3452	0.9739	-1.0006	1.467	-1.6977	-0.0424	-1.7825	-0.9132	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-KR-A7K7-01	TCGA-KR-A7K7-01	0.480736	10.28	-0.3605	-1.2859	-1.5214	-0.8145	-0.0072	1.8031	0.5605	-0.7267	-1.7202	-2.9157	IFN-gamma Dominant (Immune C2)	LIHC
TCGA-4Z-AA81-01	TCGA-4Z-AA81-01	0.480695	11.43	-1.5494	-1.6114	-2.26	0.6607	1.4658	0.1759	0.7258	-2.9789	-0.6335	-0.1612	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-DB-A64W-01	TCGA-DB-A64W-01	0.480648	10.92	0.0311	-0.8352	0.9295	0.4608	-2.8201	-0.4132	-2.93	0.9708	-0.3262	-1.015	Lymphocyte Depleted (Immune C4)	LGG
TCGA-77-8154-01	TCGA-77-8154-01	0.480635	10.68	1.3651	0.2111	0.0248	0.8452	0.2448	0.1462	-0.9951	0.2219	0.0294	0.3399	Wound Healing (Immune C1)	LUSC
TCGA-CV-5441-01	TCGA-CV-5441-01	0.480572	10.55	0.8366	-1.0582	-0.5785	-0.125	-0.0134	0.6089	0.0242	-1.6344	-0.4622	0.6661	Wound Healing (Immune C1)	HNSC
TCGA-CV-7180-01	TCGA-CV-7180-01	0.480559	11.51	0.7301	-0.8419	-0.5474	0.5045	-0.3049	-0.4575	-0.6693	-2.1335	-0.4358	0.5191	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-BB-4223-01	TCGA-BB-4223-01	0.480413	11.4	0.3471	1.328	0.1347	1.9024	1.7159	1.5627	1.0215	1.1531	0.6196	2.0991	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-AA-3502-01	TCGA-AA-3502-01	0.480395	9.74	0.1032	-0.7175	-1.1239	0.9013	0.1483	0.213	0.1094	-0.6452	-0.5986	0.832	Wound Healing (Immune C1)	COAD
TCGA-39-5016-01	TCGA-39-5016-01	0.48037	10.74	-1.4723	0.3565	-0.4341	1.0888	0.9815	-0.7426	1.2124	0.749	-0.0582	0.7693	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-A5-A1OF-01	TCGA-A5-A1OF-01	0.480262	11.1	0.8123	-0.3487	-1.6371	0.7425	0.9431	-0.8841	1.0576	-0.5695	0.1714	-0.2351	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-C5-A1BK-01	TCGA-C5-A1BK-01	0.480212	9.85	-0.0718	0.0082	-1.7816	0.7527	2.0745	0.1562	1.5647	-1.9165	-0.5772	0.7602	IFN-gamma Dominant (Immune C2)	CESC
